term,estimate,se,nct_id,model_n,outcome
como_cnt,-0.125,0.105,NCT01032629,4,early_withdrawal
I(como_cnt^2),0.057,0.018,NCT01032629,4,early_withdrawal
armtreat:como_cnt,0.286,0.146,NCT01032629,4,early_withdrawal
armtreat:I(como_cnt^2),-0.06,0.024,NCT01032629,4,early_withdrawal
(Intercept),-0.081,0.064,NCT01032629,5,early_withdrawal
age_std,0.243,0.069,NCT01032629,5,early_withdrawal
sexTRUE,0.054,0.079,NCT01032629,5,early_withdrawal
(Intercept),-0.295,0.108,NCT01032629,6,early_withdrawal
armtreat,-0.403,0.13,NCT01032629,6,early_withdrawal
age_std,0.153,0.102,NCT01032629,6,early_withdrawal
sexTRUE,0.012,0.113,NCT01032629,6,early_withdrawal
como_cnt,0.17,0.024,NCT01032629,6,early_withdrawal
armtreat:age_std,0.052,0.141,NCT01032629,6,early_withdrawal
armtreat:sexTRUE,-0.001,0.16,NCT01032629,6,early_withdrawal
(Intercept),-0.155,0.127,NCT01032629,7,early_withdrawal
armtreat,-0.396,0.13,NCT01032629,7,early_withdrawal
age_std,0.158,0.102,NCT01032629,7,early_withdrawal
sexTRUE,0.013,0.113,NCT01032629,7,early_withdrawal
como_cnt,0.032,0.071,NCT01032629,7,early_withdrawal
I(como_cnt^2),0.023,0.011,NCT01032629,7,early_withdrawal
armtreat:age_std,0.048,0.141,NCT01032629,7,early_withdrawal
armtreat:sexTRUE,-0.003,0.16,NCT01032629,7,early_withdrawal
(Intercept),-0.36,0.122,NCT01032629,8,early_withdrawal
armtreat,-0.263,0.176,NCT01032629,8,early_withdrawal
age_std,0.141,0.102,NCT01032629,8,early_withdrawal
sexTRUE,0.004,0.114,NCT01032629,8,early_withdrawal
como_cnt,0.198,0.034,NCT01032629,8,early_withdrawal
armtreat:age_std,0.077,0.143,NCT01032629,8,early_withdrawal
armtreat:sexTRUE,0.012,0.16,NCT01032629,8,early_withdrawal
armtreat:como_cnt,-0.057,0.048,NCT01032629,8,early_withdrawal
(Intercept),-0.051,0.154,NCT01032629,9,early_withdrawal
armtreat,-0.592,0.225,NCT01032629,9,early_withdrawal
age_std,0.148,0.103,NCT01032629,9,early_withdrawal
sexTRUE,0.006,0.114,NCT01032629,9,early_withdrawal
como_cnt,-0.123,0.105,NCT01032629,9,early_withdrawal
I(como_cnt^2),0.056,0.018,NCT01032629,9,early_withdrawal
armtreat:age_std,0.07,0.143,NCT01032629,9,early_withdrawal
armtreat:sexTRUE,0.01,0.16,NCT01032629,9,early_withdrawal
armtreat:como_cnt,0.281,0.146,NCT01032629,9,early_withdrawal
armtreat:I(como_cnt^2),-0.059,0.024,NCT01032629,9,early_withdrawal
(Intercept),0.106,0.091,NCT01032629,10,early_withdrawal
armtreat,-0.372,0.129,NCT01032629,10,early_withdrawal
age_std,0.233,0.1,NCT01032629,10,early_withdrawal
sexTRUE,0.062,0.112,NCT01032629,10,early_withdrawal
armtreat:age_std,0.046,0.14,NCT01032629,10,early_withdrawal
armtreat:sexTRUE,-0.024,0.158,NCT01032629,10,early_withdrawal
(Intercept),-0.606,0.091,NCT01032629,11,early_withdrawal
age_std,0.133,0.072,NCT01032629,11,early_withdrawal
I(age_std^2),0.47,0.098,NCT01032629,11,early_withdrawal
sexTRUE,0.012,0.08,NCT01032629,11,early_withdrawal
como_cnt,0.161,0.024,NCT01032629,11,early_withdrawal
(Intercept),-0.454,0.114,NCT01032629,12,early_withdrawal
age_std,0.137,0.072,NCT01032629,12,early_withdrawal
I(age_std^2),0.467,0.098,NCT01032629,12,early_withdrawal
sexTRUE,0.012,0.08,NCT01032629,12,early_withdrawal
como_cnt,0.015,0.071,NCT01032629,12,early_withdrawal
I(como_cnt^2),0.025,0.011,NCT01032629,12,early_withdrawal
(Intercept),-0.485,0.115,NCT01032629,13,early_withdrawal
age_std,0.145,0.073,NCT01032629,13,early_withdrawal
I(age_std^2),0.489,0.099,NCT01032629,13,early_withdrawal
sexTRUE,0.006,0.08,NCT01032629,13,early_withdrawal
como_cnt,0.193,0.034,NCT01032629,13,early_withdrawal
armtreat,-0.26,0.147,NCT01032629,13,early_withdrawal
como_cnt:armtreat,-0.058,0.048,NCT01032629,13,early_withdrawal
(Intercept),-0.178,0.149,NCT01032629,14,early_withdrawal
age_std,0.149,0.073,NCT01032629,14,early_withdrawal
I(age_std^2),0.486,0.099,NCT01032629,14,early_withdrawal
sexTRUE,0.008,0.08,NCT01032629,14,early_withdrawal
armtreat,-0.593,0.204,NCT01032629,14,early_withdrawal
como_cnt,-0.124,0.105,NCT01032629,14,early_withdrawal
I(como_cnt^2),0.056,0.018,NCT01032629,14,early_withdrawal
armtreat:como_cnt,0.282,0.146,NCT01032629,14,early_withdrawal
armtreat:I(como_cnt^2),-0.06,0.024,NCT01032629,14,early_withdrawal
(Intercept),-0.22,0.07,NCT01032629,15,early_withdrawal
age_std,0.203,0.071,NCT01032629,15,early_withdrawal
I(age_std^2),0.499,0.098,NCT01032629,15,early_withdrawal
sexTRUE,0.048,0.079,NCT01032629,15,early_withdrawal
(Intercept),-0.399,0.115,NCT01032629,16,early_withdrawal
armtreat,-0.44,0.142,NCT01032629,16,early_withdrawal
age_std,0.124,0.104,NCT01032629,16,early_withdrawal
I(age_std^2),0.435,0.145,NCT01032629,16,early_withdrawal
sexTRUE,0.009,0.114,NCT01032629,16,early_withdrawal
como_cnt,0.165,0.024,NCT01032629,16,early_withdrawal
armtreat:age_std,0.04,0.144,NCT01032629,16,early_withdrawal
armtreat:I(age_std^2),0.096,0.198,NCT01032629,16,early_withdrawal
armtreat:sexTRUE,-0.004,0.16,NCT01032629,16,early_withdrawal
(Intercept),-0.264,0.133,NCT01032629,17,early_withdrawal
armtreat,-0.432,0.142,NCT01032629,17,early_withdrawal
age_std,0.129,0.104,NCT01032629,17,early_withdrawal
I(age_std^2),0.432,0.145,NCT01032629,17,early_withdrawal
sexTRUE,0.011,0.114,NCT01032629,17,early_withdrawal
como_cnt,0.031,0.071,NCT01032629,17,early_withdrawal
I(como_cnt^2),0.022,0.011,NCT01032629,17,early_withdrawal
armtreat:age_std,0.036,0.144,NCT01032629,17,early_withdrawal
armtreat:I(age_std^2),0.096,0.198,NCT01032629,17,early_withdrawal
armtreat:sexTRUE,-0.006,0.16,NCT01032629,17,early_withdrawal
(Intercept),-0.469,0.128,NCT01032629,18,early_withdrawal
armtreat,-0.289,0.184,NCT01032629,18,early_withdrawal
age_std,0.11,0.105,NCT01032629,18,early_withdrawal
I(age_std^2),0.432,0.146,NCT01032629,18,early_withdrawal
sexTRUE,0.001,0.114,NCT01032629,18,early_withdrawal
como_cnt,0.195,0.034,NCT01032629,18,early_withdrawal
armtreat:age_std,0.066,0.145,NCT01032629,18,early_withdrawal
armtreat:I(age_std^2),0.104,0.199,NCT01032629,18,early_withdrawal
armtreat:sexTRUE,0.01,0.161,NCT01032629,18,early_withdrawal
armtreat:como_cnt,-0.063,0.049,NCT01032629,18,early_withdrawal
(Intercept),-0.163,0.159,NCT01032629,19,early_withdrawal
armtreat,-0.622,0.232,NCT01032629,19,early_withdrawal
age_std,0.119,0.105,NCT01032629,19,early_withdrawal
I(age_std^2),0.426,0.146,NCT01032629,19,early_withdrawal
sexTRUE,0.004,0.114,NCT01032629,19,early_withdrawal
como_cnt,-0.121,0.106,NCT01032629,19,early_withdrawal
I(como_cnt^2),0.056,0.018,NCT01032629,19,early_withdrawal
armtreat:age_std,0.057,0.145,NCT01032629,19,early_withdrawal
armtreat:I(age_std^2),0.111,0.199,NCT01032629,19,early_withdrawal
armtreat:sexTRUE,0.007,0.161,NCT01032629,19,early_withdrawal
armtreat:como_cnt,0.278,0.146,NCT01032629,19,early_withdrawal
armtreat:I(como_cnt^2),-0.06,0.024,NCT01032629,19,early_withdrawal
(Intercept),-0.017,0.099,NCT01032629,20,early_withdrawal
armtreat,-0.414,0.14,NCT01032629,20,early_withdrawal
age_std,0.2,0.103,NCT01032629,20,early_withdrawal
I(age_std^2),0.456,0.144,NCT01032629,20,early_withdrawal
sexTRUE,0.058,0.112,NCT01032629,20,early_withdrawal
armtreat:age_std,0.03,0.143,NCT01032629,20,early_withdrawal
armtreat:I(age_std^2),0.111,0.197,NCT01032629,20,early_withdrawal
armtreat:sexTRUE,-0.026,0.159,NCT01032629,20,early_withdrawal
(Intercept),-0.489,0.073,NCT01032629,21,early_withdrawal
como_cnt,0.175,0.024,NCT01032629,21,early_withdrawal
(Intercept),-0.336,0.1,NCT01032629,22,early_withdrawal
como_cnt,0.028,0.071,NCT01032629,22,early_withdrawal
I(como_cnt^2),0.025,0.011,NCT01032629,22,early_withdrawal
(Intercept),-0.369,0.101,NCT01032629,23,early_withdrawal
como_cnt,0.205,0.034,NCT01032629,23,early_withdrawal
armtreat,-0.255,0.146,NCT01032629,23,early_withdrawal
como_cnt:armtreat,-0.053,0.048,NCT01032629,23,early_withdrawal
(Intercept),-0.061,0.138,NCT01032629,24,early_withdrawal
armtreat,-0.584,0.203,NCT01032629,24,early_withdrawal
como_cnt,-0.113,0.105,NCT01032629,24,early_withdrawal
I(como_cnt^2),0.056,0.018,NCT01032629,24,early_withdrawal
armtreat:como_cnt,0.284,0.146,NCT01032629,24,early_withdrawal
armtreat:I(como_cnt^2),-0.059,0.024,NCT01032629,24,early_withdrawal
(Intercept),-0.478,0.073,NCT01032629,25,early_withdrawal
age_std,0.167,0.071,NCT01032629,25,early_withdrawal
como_cnt,0.166,0.024,NCT01032629,25,early_withdrawal
(Intercept),-0.323,0.1,NCT01032629,26,early_withdrawal
age_std,0.17,0.071,NCT01032629,26,early_withdrawal
como_cnt,0.017,0.071,NCT01032629,26,early_withdrawal
I(como_cnt^2),0.025,0.011,NCT01032629,26,early_withdrawal
(Intercept),-0.355,0.101,NCT01032629,27,early_withdrawal
age_std,0.18,0.071,NCT01032629,27,early_withdrawal
como_cnt,0.196,0.034,NCT01032629,27,early_withdrawal
armtreat,-0.26,0.146,NCT01032629,27,early_withdrawal
como_cnt:armtreat,-0.054,0.048,NCT01032629,27,early_withdrawal
(Intercept),-0.043,0.138,NCT01032629,28,early_withdrawal
age_std,0.183,0.071,NCT01032629,28,early_withdrawal
armtreat,-0.591,0.203,NCT01032629,28,early_withdrawal
como_cnt,-0.125,0.105,NCT01032629,28,early_withdrawal
I(como_cnt^2),0.057,0.018,NCT01032629,28,early_withdrawal
armtreat:como_cnt,0.286,0.146,NCT01032629,28,early_withdrawal
armtreat:I(como_cnt^2),-0.059,0.024,NCT01032629,28,early_withdrawal
(Intercept),-0.045,0.038,NCT01032629,29,early_withdrawal
age_std,0.242,0.069,NCT01032629,29,early_withdrawal
(Intercept),-0.288,0.081,NCT01032629,30,early_withdrawal
armtreat,-0.404,0.076,NCT01032629,30,early_withdrawal
age_std,0.153,0.102,NCT01032629,30,early_withdrawal
como_cnt,0.17,0.024,NCT01032629,30,early_withdrawal
armtreat:age_std,0.052,0.141,NCT01032629,30,early_withdrawal
(Intercept),-0.147,0.106,NCT01032629,31,early_withdrawal
armtreat,-0.398,0.076,NCT01032629,31,early_withdrawal
age_std,0.157,0.102,NCT01032629,31,early_withdrawal
como_cnt,0.032,0.071,NCT01032629,31,early_withdrawal
I(como_cnt^2),0.023,0.011,NCT01032629,31,early_withdrawal
armtreat:age_std,0.048,0.141,NCT01032629,31,early_withdrawal
(Intercept),-0.358,0.101,NCT01032629,32,early_withdrawal
armtreat,-0.255,0.147,NCT01032629,32,early_withdrawal
age_std,0.14,0.102,NCT01032629,32,early_withdrawal
como_cnt,0.198,0.034,NCT01032629,32,early_withdrawal
armtreat:age_std,0.077,0.142,NCT01032629,32,early_withdrawal
armtreat:como_cnt,-0.057,0.048,NCT01032629,32,early_withdrawal
(Intercept),-0.047,0.138,NCT01032629,33,early_withdrawal
armtreat,-0.586,0.203,NCT01032629,33,early_withdrawal
age_std,0.147,0.103,NCT01032629,33,early_withdrawal
como_cnt,-0.123,0.105,NCT01032629,33,early_withdrawal
I(como_cnt^2),0.056,0.018,NCT01032629,33,early_withdrawal
armtreat:age_std,0.07,0.143,NCT01032629,33,early_withdrawal
armtreat:como_cnt,0.281,0.146,NCT01032629,33,early_withdrawal
armtreat:I(como_cnt^2),-0.059,0.024,NCT01032629,33,early_withdrawal
(Intercept),0.147,0.053,NCT01032629,34,early_withdrawal
armtreat,-0.388,0.076,NCT01032629,34,early_withdrawal
age_std,0.231,0.1,NCT01032629,34,early_withdrawal
armtreat:age_std,0.047,0.14,NCT01032629,34,early_withdrawal
(Intercept),-0.599,0.078,NCT01032629,35,early_withdrawal
age_std,0.133,0.072,NCT01032629,35,early_withdrawal
I(age_std^2),0.47,0.098,NCT01032629,35,early_withdrawal
como_cnt,0.161,0.024,NCT01032629,35,early_withdrawal
(Intercept),-0.447,0.104,NCT01032629,36,early_withdrawal
age_std,0.136,0.072,NCT01032629,36,early_withdrawal
I(age_std^2),0.467,0.098,NCT01032629,36,early_withdrawal
como_cnt,0.015,0.071,NCT01032629,36,early_withdrawal
I(como_cnt^2),0.025,0.011,NCT01032629,36,early_withdrawal
(Intercept),-0.481,0.104,NCT01032629,37,early_withdrawal
age_std,0.145,0.073,NCT01032629,37,early_withdrawal
I(age_std^2),0.489,0.099,NCT01032629,37,early_withdrawal
como_cnt,0.193,0.034,NCT01032629,37,early_withdrawal
armtreat,-0.26,0.147,NCT01032629,37,early_withdrawal
como_cnt:armtreat,-0.058,0.048,NCT01032629,37,early_withdrawal
(Intercept),-0.173,0.141,NCT01032629,38,early_withdrawal
age_std,0.149,0.073,NCT01032629,38,early_withdrawal
I(age_std^2),0.486,0.099,NCT01032629,38,early_withdrawal
armtreat,-0.593,0.204,NCT01032629,38,early_withdrawal
como_cnt,-0.123,0.105,NCT01032629,38,early_withdrawal
I(como_cnt^2),0.056,0.018,NCT01032629,38,early_withdrawal
armtreat:como_cnt,0.282,0.146,NCT01032629,38,early_withdrawal
armtreat:I(como_cnt^2),-0.06,0.024,NCT01032629,38,early_withdrawal
(Intercept),-0.188,0.047,NCT01032629,39,early_withdrawal
age_std,0.202,0.071,NCT01032629,39,early_withdrawal
I(age_std^2),0.499,0.098,NCT01032629,39,early_withdrawal
(Intercept),-0.393,0.09,NCT01032629,40,early_withdrawal
armtreat,-0.442,0.095,NCT01032629,40,early_withdrawal
age_std,0.123,0.104,NCT01032629,40,early_withdrawal
I(age_std^2),0.435,0.145,NCT01032629,40,early_withdrawal
como_cnt,0.165,0.024,NCT01032629,40,early_withdrawal
armtreat:age_std,0.04,0.144,NCT01032629,40,early_withdrawal
armtreat:I(age_std^2),0.096,0.198,NCT01032629,40,early_withdrawal
(Intercept),-0.257,0.113,NCT01032629,41,early_withdrawal
armtreat,-0.436,0.095,NCT01032629,41,early_withdrawal
age_std,0.129,0.104,NCT01032629,41,early_withdrawal
I(age_std^2),0.432,0.145,NCT01032629,41,early_withdrawal
como_cnt,0.032,0.071,NCT01032629,41,early_withdrawal
I(como_cnt^2),0.022,0.011,NCT01032629,41,early_withdrawal
armtreat:age_std,0.036,0.144,NCT01032629,41,early_withdrawal
armtreat:I(age_std^2),0.096,0.198,NCT01032629,41,early_withdrawal
(Intercept),-0.469,0.108,NCT01032629,42,early_withdrawal
armtreat,-0.282,0.156,NCT01032629,42,early_withdrawal
age_std,0.11,0.105,NCT01032629,42,early_withdrawal
I(age_std^2),0.432,0.146,NCT01032629,42,early_withdrawal
como_cnt,0.195,0.034,NCT01032629,42,early_withdrawal
armtreat:age_std,0.065,0.145,NCT01032629,42,early_withdrawal
armtreat:I(age_std^2),0.104,0.198,NCT01032629,42,early_withdrawal
armtreat:como_cnt,-0.062,0.049,NCT01032629,42,early_withdrawal
(Intercept),-0.161,0.144,NCT01032629,43,early_withdrawal
armtreat,-0.618,0.211,NCT01032629,43,early_withdrawal
age_std,0.119,0.105,NCT01032629,43,early_withdrawal
I(age_std^2),0.426,0.146,NCT01032629,43,early_withdrawal
como_cnt,-0.121,0.105,NCT01032629,43,early_withdrawal
I(como_cnt^2),0.056,0.018,NCT01032629,43,early_withdrawal
armtreat:age_std,0.057,0.145,NCT01032629,43,early_withdrawal
armtreat:I(age_std^2),0.111,0.199,NCT01032629,43,early_withdrawal
armtreat:como_cnt,0.278,0.146,NCT01032629,43,early_withdrawal
armtreat:I(como_cnt^2),-0.06,0.024,NCT01032629,43,early_withdrawal
(Intercept),0.022,0.066,NCT01032629,44,early_withdrawal
armtreat,-0.431,0.094,NCT01032629,44,early_withdrawal
age_std,0.198,0.103,NCT01032629,44,early_withdrawal
I(age_std^2),0.457,0.144,NCT01032629,44,early_withdrawal
armtreat:age_std,0.032,0.143,NCT01032629,44,early_withdrawal
armtreat:I(age_std^2),0.11,0.197,NCT01032629,44,early_withdrawal
(Intercept),-0.495,0.087,NCT01032629,45,early_withdrawal
sexTRUE,0.009,0.079,NCT01032629,45,early_withdrawal
como_cnt,0.175,0.024,NCT01032629,45,early_withdrawal
(Intercept),-0.341,0.111,NCT01032629,46,early_withdrawal
sexTRUE,0.008,0.079,NCT01032629,46,early_withdrawal
como_cnt,0.028,0.071,NCT01032629,46,early_withdrawal
I(como_cnt^2),0.025,0.011,NCT01032629,46,early_withdrawal
(Intercept),-0.371,0.111,NCT01032629,47,early_withdrawal
sexTRUE,0.003,0.08,NCT01032629,47,early_withdrawal
como_cnt,0.205,0.034,NCT01032629,47,early_withdrawal
armtreat,-0.255,0.146,NCT01032629,47,early_withdrawal
como_cnt:armtreat,-0.053,0.048,NCT01032629,47,early_withdrawal
(Intercept),-0.063,0.146,NCT01032629,48,early_withdrawal
sexTRUE,0.004,0.08,NCT01032629,48,early_withdrawal
armtreat,-0.585,0.203,NCT01032629,48,early_withdrawal
como_cnt,-0.113,0.105,NCT01032629,48,early_withdrawal
I(como_cnt^2),0.056,0.018,NCT01032629,48,early_withdrawal
armtreat:como_cnt,0.285,0.146,NCT01032629,48,early_withdrawal
armtreat:I(como_cnt^2),-0.059,0.024,NCT01032629,48,early_withdrawal
(Intercept),-0.059,0.064,NCT01032629,49,early_withdrawal
sexTRUE,0.046,0.079,NCT01032629,49,early_withdrawal
(Intercept),-0.305,0.108,NCT01032629,50,early_withdrawal
sexTRUE,0.003,0.113,NCT01032629,50,early_withdrawal
armtreat,-0.396,0.129,NCT01032629,50,early_withdrawal
como_cnt,0.179,0.024,NCT01032629,50,early_withdrawal
sexTRUE:armtreat,0.003,0.159,NCT01032629,50,early_withdrawal
(Intercept),-0.168,0.127,NCT01032629,51,early_withdrawal
sexTRUE,0.003,0.113,NCT01032629,51,early_withdrawal
armtreat,-0.389,0.129,NCT01032629,51,early_withdrawal
como_cnt,0.043,0.071,NCT01032629,51,early_withdrawal
I(como_cnt^2),0.023,0.011,NCT01032629,51,early_withdrawal
sexTRUE:armtreat,0.002,0.159,NCT01032629,51,early_withdrawal
(Intercept),-0.367,0.122,NCT01032629,52,early_withdrawal
sexTRUE,-0.004,0.114,NCT01032629,52,early_withdrawal
armtreat,-0.264,0.176,NCT01032629,52,early_withdrawal
como_cnt,0.205,0.034,NCT01032629,52,early_withdrawal
sexTRUE:armtreat,0.014,0.16,NCT01032629,52,early_withdrawal
armtreat:como_cnt,-0.053,0.048,NCT01032629,52,early_withdrawal
(Intercept),-0.06,0.154,NCT01032629,53,early_withdrawal
sexTRUE,-0.003,0.114,NCT01032629,53,early_withdrawal
armtreat,-0.592,0.225,NCT01032629,53,early_withdrawal
como_cnt,-0.113,0.105,NCT01032629,53,early_withdrawal
I(como_cnt^2),0.056,0.018,NCT01032629,53,early_withdrawal
sexTRUE:armtreat,0.013,0.16,NCT01032629,53,early_withdrawal
armtreat:como_cnt,0.284,0.146,NCT01032629,53,early_withdrawal
armtreat:I(como_cnt^2),-0.059,0.024,NCT01032629,53,early_withdrawal
(Intercept),0.124,0.091,NCT01032629,54,early_withdrawal
sexTRUE,0.053,0.112,NCT01032629,54,early_withdrawal
armtreat,-0.361,0.128,NCT01032629,54,early_withdrawal
sexTRUE:armtreat,-0.019,0.158,NCT01032629,54,early_withdrawal
(Intercept),-2.905,0.342,NCT01809327,1,early_withdrawal
age_std,-0.383,0.218,NCT01809327,1,early_withdrawal
sexTRUE,0.516,0.293,NCT01809327,1,early_withdrawal
como_cnt,0.274,0.113,NCT01809327,1,early_withdrawal
(Intercept),-2.636,0.38,NCT01809327,2,early_withdrawal
age_std,-0.335,0.221,NCT01809327,2,early_withdrawal
sexTRUE,0.528,0.295,NCT01809327,2,early_withdrawal
como_cnt,-0.124,0.294,NCT01809327,2,early_withdrawal
I(como_cnt^2),0.089,0.061,NCT01809327,2,early_withdrawal
(Intercept),-2.73,0.405,NCT01809327,3,early_withdrawal
age_std,-0.379,0.218,NCT01809327,3,early_withdrawal
sexTRUE,0.517,0.294,NCT01809327,3,early_withdrawal
como_cnt,0.253,0.157,NCT01809327,3,early_withdrawal
armtreat,-0.38,0.463,NCT01809327,3,early_withdrawal
como_cnt:armtreat,0.051,0.217,NCT01809327,3,early_withdrawal
(Intercept),-2.187,0.435,NCT01809327,4,early_withdrawal
age_std,-0.317,0.225,NCT01809327,4,early_withdrawal
sexTRUE,0.526,0.298,NCT01809327,4,early_withdrawal
armtreat,-0.938,0.564,NCT01809327,4,early_withdrawal
como_cnt,-0.756,0.426,NCT01809327,4,early_withdrawal
I(como_cnt^2),0.25,0.1,NCT01809327,4,early_withdrawal
armtreat:como_cnt,1.135,0.611,NCT01809327,4,early_withdrawal
armtreat:I(como_cnt^2),-0.268,0.133,NCT01809327,4,early_withdrawal
(Intercept),-2.378,0.245,NCT01809327,5,early_withdrawal
age_std,-0.251,0.208,NCT01809327,5,early_withdrawal
sexTRUE,0.462,0.289,NCT01809327,5,early_withdrawal
(Intercept),-3.252,0.452,NCT01809327,6,early_withdrawal
armtreat,0.614,0.498,NCT01809327,6,early_withdrawal
age_std,-0.665,0.294,NCT01809327,6,early_withdrawal
sexTRUE,0.961,0.416,NCT01809327,6,early_withdrawal
como_cnt,0.287,0.113,NCT01809327,6,early_withdrawal
armtreat:age_std,0.628,0.432,NCT01809327,6,early_withdrawal
armtreat:sexTRUE,-0.941,0.597,NCT01809327,6,early_withdrawal
(Intercept),-2.972,0.49,NCT01809327,7,early_withdrawal
armtreat,0.563,0.503,NCT01809327,7,early_withdrawal
age_std,-0.609,0.297,NCT01809327,7,early_withdrawal
sexTRUE,0.954,0.416,NCT01809327,7,early_withdrawal
como_cnt,-0.085,0.295,NCT01809327,7,early_withdrawal
I(como_cnt^2),0.083,0.061,NCT01809327,7,early_withdrawal
armtreat:age_std,0.603,0.434,NCT01809327,7,early_withdrawal
armtreat:sexTRUE,-0.906,0.6,NCT01809327,7,early_withdrawal
(Intercept),-3.347,0.526,NCT01809327,8,early_withdrawal
armtreat,0.793,0.696,NCT01809327,8,early_withdrawal
age_std,-0.688,0.302,NCT01809327,8,early_withdrawal
sexTRUE,0.978,0.419,NCT01809327,8,early_withdrawal
como_cnt,0.331,0.164,NCT01809327,8,early_withdrawal
armtreat:age_std,0.67,0.448,NCT01809327,8,early_withdrawal
armtreat:sexTRUE,-0.962,0.6,NCT01809327,8,early_withdrawal
armtreat:como_cnt,-0.084,0.228,NCT01809327,8,early_withdrawal
(Intercept),-2.811,0.559,NCT01809327,9,early_withdrawal
armtreat,0.23,0.79,NCT01809327,9,early_withdrawal
age_std,-0.588,0.313,NCT01809327,9,early_withdrawal
sexTRUE,1.027,0.435,NCT01809327,9,early_withdrawal
como_cnt,-0.651,0.434,NCT01809327,9,early_withdrawal
I(como_cnt^2),0.243,0.101,NCT01809327,9,early_withdrawal
armtreat:age_std,0.565,0.458,NCT01809327,9,early_withdrawal
armtreat:sexTRUE,-1.013,0.611,NCT01809327,9,early_withdrawal
armtreat:como_cnt,0.934,0.623,NCT01809327,9,early_withdrawal
armtreat:I(como_cnt^2),-0.25,0.134,NCT01809327,9,early_withdrawal
(Intercept),-2.688,0.379,NCT01809327,10,early_withdrawal
armtreat,0.602,0.496,NCT01809327,10,early_withdrawal
age_std,-0.525,0.285,NCT01809327,10,early_withdrawal
sexTRUE,0.874,0.411,NCT01809327,10,early_withdrawal
armtreat:age_std,0.623,0.428,NCT01809327,10,early_withdrawal
armtreat:sexTRUE,-0.884,0.591,NCT01809327,10,early_withdrawal
(Intercept),-2.938,0.343,NCT01809327,11,early_withdrawal
age_std,0.066,0.364,NCT01809327,11,early_withdrawal
I(age_std^2),0.317,0.211,NCT01809327,11,early_withdrawal
sexTRUE,0.545,0.294,NCT01809327,11,early_withdrawal
como_cnt,0.28,0.114,NCT01809327,11,early_withdrawal
